#FamilyID	pvalue	Significant at 0.05
OG0003533	0.999	n
OG0003534	0.999	n
OG0003535	0.999	n
OG0003536	0.999	n
OG0003537	0.999	n
OG0003538	0.999	n
OG0003539	0.999	n
OG0003540	0.999	n
OG0003541	0.999	n
OG0003542	0.999	n
OG0003543	0.999	n
OG0003544	0.999	n
OG0003545	0.999	n
OG0003546	0.999	n
OG0003547	0.999	n
OG0003548	0.999	n
OG0003549	0.999	n
OG0003550	0.999	n
OG0003551	0.191	n
OG0003552	0.191	n
OG0003553	0.999	n
OG0003554	0.999	n
OG0003555	0.999	n
OG0003556	0.999	n
OG0003557	0.999	n
OG0003558	0.999	n
OG0003559	0.999	n
OG0003560	0.999	n
OG0003561	0.999	n
OG0003562	0.999	n
OG0003563	0.999	n
OG0003565	0.999	n
OG0003566	0.999	n
OG0003567	0.999	n
OG0003568	0.999	n
OG0003569	0.999	n
OG0003570	0.999	n
OG0003571	0.999	n
OG0003572	0.999	n
OG0003573	0.999	n
OG0003574	0.999	n
OG0003575	0.999	n
OG0003576	0.186	n
OG0003577	0.999	n
OG0003578	0.999	n
OG0003579	0.999	n
OG0003580	0.999	n
OG0003581	0.999	n
OG0003582	0.999	n
OG0003583	0.999	n
OG0003584	0.999	n
OG0003585	0.999	n
OG0003586	0.999	n
OG0003587	0.999	n
OG0003588	0.999	n
OG0003589	0.999	n
OG0003590	0.191	n
OG0003591	0.999	n
OG0003592	0.999	n
OG0003593	0.999	n
OG0003594	0.999	n
OG0003595	0.999	n
OG0003596	0.999	n
OG0003597	0.999	n
OG0003598	0.999	n
OG0003599	0.999	n
OG0003600	0.999	n
OG0003601	0.999	n
OG0003602	0.123	n
OG0003603	0.999	n
OG0003605	0.999	n
OG0003606	0.999	n
OG0003607	0.999	n
OG0003609	0.999	n
OG0003610	0.999	n
OG0003611	0.999	n
OG0003612	0.999	n
OG0003613	0.999	n
OG0003614	0.999	n
OG0003615	0.999	n
OG0003616	0.999	n
OG0003617	0.999	n
OG0003618	0.999	n
OG0003619	0.999	n
OG0003621	0.999	n
OG0003622	0.999	n
OG0003623	0.186	n
OG0003624	0.999	n
OG0003625	0.999	n
OG0003626	0.999	n
OG0003627	0.105	n
OG0003628	0.999	n
OG0003629	0.999	n
OG0003630	0.999	n
OG0003631	0.999	n
OG0003632	0.999	n
OG0003633	0.296	n
OG0003634	0.296	n
OG0003635	0.999	n
OG0003636	0.999	n
OG0003637	0.999	n
OG0003638	0.999	n
OG0003639	0.999	n
OG0003640	0.999	n
OG0003641	0.999	n
OG0003642	0.999	n
OG0003643	0.999	n
OG0003644	0.999	n
OG0003645	0.999	n
OG0003646	0.999	n
OG0003647	0.999	n
OG0003648	0.999	n
OG0003649	0.999	n
OG0003650	0.999	n
OG0003651	0.999	n
OG0003652	0.999	n
OG0003653	0.999	n
OG0003654	0.999	n
OG0003655	0.999	n
OG0003656	0.999	n
OG0003658	0.999	n
OG0003660	0.999	n
OG0003661	0.999	n
OG0003662	0.999	n
OG0003663	0.999	n
OG0003664	0.999	n
OG0003665	0.999	n
OG0003666	0.999	n
OG0003667	0.999	n
OG0003668	0.999	n
OG0003669	0.999	n
OG0003670	0.999	n
OG0003671	0.999	n
OG0003672	0.999	n
OG0003673	0.999	n
OG0003674	0.999	n
OG0003675	0.999	n
OG0003676	0.999	n
OG0003677	0.999	n
OG0003678	0.999	n
OG0003679	0.999	n
OG0003680	0.999	n
OG0003681	0.999	n
OG0003682	0.999	n
OG0003683	0.186	n
OG0003684	0.999	n
OG0003685	0.999	n
OG0003686	0.999	n
OG0003687	0.999	n
OG0003688	0.999	n
OG0003689	0.999	n
OG0003690	0.999	n
OG0003691	0.999	n
OG0003692	0.999	n
OG0003693	0.999	n
OG0003694	0.999	n
OG0003695	0.999	n
OG0003696	0.999	n
OG0003697	0.999	n
OG0003698	0.999	n
OG0003699	0.999	n
OG0003700	0.999	n
OG0003701	0.999	n
OG0003702	0.999	n
OG0003703	0.999	n
OG0003704	0.999	n
OG0003705	0.999	n
OG0003706	0.999	n
OG0003707	0.191	n
OG0003710	0.186	n
OG0003711	0.186	n
OG0003712	0.999	n
OG0003713	0.999	n
OG0003714	0.999	n
OG0003715	0.123	n
OG0003716	0.999	n
OG0003717	0.999	n
OG0003719	0.999	n
OG0003720	0.999	n
OG0003721	0.999	n
OG0003722	0.999	n
OG0003723	0.999	n
OG0003724	0.999	n
OG0003725	0.999	n
OG0003726	0.999	n
OG0003727	0.999	n
OG0003728	0.999	n
OG0003729	0.999	n
OG0003730	0.999	n
OG0003731	0.999	n
OG0003732	0.999	n
OG0003733	0.999	n
OG0003734	0.999	n
OG0003737	0.999	n
OG0003738	0.999	n
OG0003739	0.999	n
OG0003740	0.186	n
OG0003743	0.999	n
OG0003744	0.999	n
OG0003745	0.999	n
OG0003746	0.999	n
OG0003747	0.999	n
OG0003748	0.999	n
OG0003749	0.999	n
OG0003750	0.999	n
OG0003751	0.999	n
OG0003752	0.999	n
OG0003753	0.999	n
OG0003754	0.999	n
OG0003755	0.999	n
OG0003756	0.999	n
OG0003757	0.999	n
OG0003758	0.999	n
OG0003759	0.999	n
OG0003760	0.999	n
OG0003761	0.999	n
OG0003762	0.999	n
OG0003763	0.999	n
OG0003764	0.999	n
OG0003765	0.999	n
OG0003766	0.999	n
OG0003767	0.999	n
OG0003768	0.999	n
OG0003769	0.999	n
OG0003770	0.999	n
OG0003771	0.999	n
OG0003772	0.999	n
OG0003773	0.999	n
OG0003774	0.999	n
OG0003775	0.999	n
OG0003776	0.999	n
OG0003777	0.999	n
OG0003778	0.186	n
OG0003779	0.999	n
OG0003781	0.999	n
OG0003782	0.999	n
OG0003783	0.999	n
OG0003785	0.999	n
OG0003786	0.999	n
OG0003787	0.999	n
OG0003788	0.999	n
OG0003789	0.999	n
OG0003790	0.999	n
OG0003791	0.999	n
OG0003792	0.999	n
OG0003793	0.999	n
OG0003794	0.999	n
OG0003795	0.999	n
OG0003796	0.999	n
OG0003797	0.999	n
OG0003798	0.999	n
OG0003799	0.999	n
OG0003800	0.999	n
OG0003801	0.999	n
OG0003802	0.999	n
OG0003803	0.999	n
OG0003804	0.999	n
OG0003805	0.999	n
OG0003806	0.999	n
OG0003807	0.999	n
OG0003808	0.999	n
OG0003809	0.999	n
OG0003810	0.999	n
OG0003811	0.999	n
OG0003812	0.999	n
OG0003813	0.999	n
OG0003814	0.186	n
OG0003815	0.186	n
OG0003816	0.999	n
OG0003817	0.999	n
OG0003818	0.999	n
OG0003820	0.127	n
OG0003821	0.999	n
OG0003822	0.999	n
OG0003823	0.999	n
OG0003824	0.999	n
OG0003825	0.999	n
OG0003826	0.999	n
OG0003827	0.999	n
OG0003828	0.999	n
OG0003829	0.999	n
OG0003830	0.999	n
OG0003831	0.999	n
OG0003833	0.999	n
OG0003834	0.999	n
OG0003835	0.999	n
OG0003836	0.999	n
OG0003837	0.999	n
OG0003838	0.999	n
OG0003839	0.999	n
OG0003840	0.999	n
OG0003841	0.999	n
OG0003842	0.999	n
OG0003843	0.999	n
OG0003844	0.999	n
OG0003845	0.999	n
OG0003846	0.999	n
OG0003847	0.999	n
OG0003848	0.999	n
OG0003849	0.999	n
OG0003850	0.999	n
OG0003851	0.999	n
OG0003853	0.999	n
OG0003854	0.999	n
OG0003855	0.999	n
OG0003856	0.999	n
OG0003857	0.999	n
OG0003858	0.999	n
OG0003859	0.999	n
OG0003860	0.999	n
OG0003862	0.999	n
OG0003863	0.999	n
OG0003864	0.999	n
OG0003865	0.999	n
OG0003866	0.999	n
OG0003867	0.999	n
OG0003868	0.999	n
OG0003870	0.999	n
OG0003871	0.999	n
OG0003872	0.999	n
OG0003873	0.999	n
OG0003874	0.186	n
OG0003875	0.186	n
OG0003876	0.186	n
OG0003877	0.999	n
OG0003878	0.999	n
OG0003879	0.999	n
OG0003880	0.999	n
OG0003881	0.999	n
OG0003882	0.999	n
OG0003883	0.999	n
OG0003884	0.999	n
OG0003885	0.999	n
OG0003886	0.999	n
OG0003887	0.999	n
OG0003889	0.999	n
OG0003890	0.999	n
OG0003891	0.191	n
OG0003892	0.191	n
OG0003893	0.999	n
OG0003894	0.186	n
OG0003896	0.999	n
OG0003897	0.999	n
OG0003898	0.999	n
OG0003899	0.999	n
OG0003900	0.999	n
OG0003901	0.999	n
OG0003902	0.999	n
OG0003903	0.999	n
OG0003904	0.999	n
OG0003906	0.999	n
OG0003907	0.999	n
OG0003908	0.999	n
OG0003909	0.999	n
OG0003911	0.999	n
OG0003912	0.999	n
OG0003913	0.999	n
OG0003914	0.999	n
OG0003915	0.999	n
OG0003916	0.999	n
OG0003917	0.999	n
OG0003918	0.999	n
OG0003919	0.999	n
OG0003920	0.999	n
OG0003921	0.999	n
OG0003922	0.999	n
OG0003923	0.999	n
OG0003924	0.999	n
OG0003926	0.999	n
OG0003929	0.999	n
OG0003930	0.999	n
OG0003931	0.999	n
OG0003932	0.999	n
OG0003933	0.186	n
OG0003934	0.999	n
OG0003935	0.999	n
OG0003936	0.999	n
OG0003937	0.999	n
OG0003938	0.999	n
OG0003939	0.999	n
OG0003942	0.999	n
OG0003943	0.999	n
OG0003944	0.999	n
OG0003945	0.999	n
OG0003946	0.999	n
OG0003947	0.999	n
OG0003948	0.999	n
OG0003949	0.999	n
OG0003950	0.999	n
OG0003951	0.999	n
OG0003952	0.999	n
OG0003953	0.999	n
OG0003954	0.999	n
OG0003955	0.999	n
OG0003956	0.186	n
OG0003957	0.999	n
OG0003958	0.191	n
OG0003959	0.999	n
OG0003960	0.999	n
OG0003961	0.999	n
OG0003962	0.999	n
OG0003963	0.999	n
OG0003964	0.186	n
OG0003965	0.999	n
OG0003966	0.999	n
OG0003967	0.999	n
OG0003968	0.999	n
OG0003969	0.999	n
OG0003970	0.999	n
OG0003971	0.999	n
OG0003972	0.999	n
OG0003973	0.999	n
OG0003974	0.999	n
OG0003976	0.999	n
OG0003977	0.999	n
OG0003978	0.999	n
OG0003979	0.999	n
OG0003980	0.191	n
OG0003981	0.191	n
OG0003982	0.999	n
OG0003983	0.999	n
OG0003984	0.999	n
OG0003985	0.999	n
OG0003986	0.999	n
OG0003987	0.999	n
OG0003988	0.999	n
OG0003989	0.999	n
OG0003990	0.999	n
OG0003991	0.999	n
OG0003993	0.999	n
OG0003994	0.999	n
OG0003995	0.999	n
OG0003996	0.999	n
OG0003997	0.999	n
OG0003998	0.999	n
OG0003999	0.999	n
OG0004000	0.999	n
OG0004001	0.999	n
OG0004002	0.999	n
OG0004003	0.999	n
OG0004004	0.999	n
OG0004006	0.999	n
OG0004007	0.999	n
OG0004008	0.999	n
OG0004009	0.191	n
OG0004010	0.127	n
OG0004011	0.999	n
OG0004012	0.999	n
OG0004013	0.999	n
OG0004014	0.186	n
OG0004015	0.999	n
OG0004016	0.999	n
OG0004017	0.999	n
OG0004018	0.999	n
OG0004019	0.999	n
OG0004020	0.999	n
OG0004021	0.999	n
OG0004022	0.999	n
OG0004023	0.999	n
OG0004024	0.999	n
OG0004025	0.999	n
OG0004026	0.999	n
OG0004027	0.189	n
OG0004028	0.999	n
OG0004029	0.999	n
OG0004030	0.999	n
OG0004031	0.999	n
OG0004032	0.999	n
OG0004033	0.999	n
OG0004034	0.999	n
OG0004035	0.999	n
OG0004036	0.999	n
OG0004037	0.999	n
OG0004038	0.999	n
OG0004039	0.999	n
OG0004040	0.999	n
OG0004041	0.999	n
OG0004042	0.999	n
OG0004043	0.999	n
OG0004044	0.999	n
OG0004045	0.999	n
OG0004046	0.999	n
OG0004047	0.999	n
OG0004048	0.999	n
OG0004050	0.999	n
OG0004051	0.999	n
OG0004052	0.999	n
OG0004053	0.999	n
OG0004054	0.999	n
OG0004055	0.999	n
OG0004056	0.999	n
OG0004057	0.129	n
OG0004059	0.999	n
OG0004060	0.999	n
OG0004061	0.999	n
OG0004062	0.999	n
OG0004063	0.999	n
OG0004064	0.999	n
OG0004065	0.999	n
OG0004066	0.999	n
OG0004067	0.999	n
OG0004068	0.999	n
OG0004069	0.999	n
OG0004070	0.999	n
OG0004071	0.999	n
OG0004072	0.999	n
OG0004073	0.999	n
OG0004074	0.999	n
OG0004075	0.999	n
OG0004076	0.999	n
OG0004077	0.999	n
OG0004078	0.999	n
OG0004079	0.999	n
OG0004080	0.999	n
OG0004081	0.999	n
OG0004082	0.999	n
OG0004083	0.999	n
OG0004084	0.999	n
OG0004086	0.186	n
OG0004088	0.999	n
OG0004090	0.999	n
OG0004092	0.999	n
OG0004093	0.999	n
OG0004094	0.999	n
OG0004095	0.999	n
OG0004096	0.186	n
OG0004097	0	y
OG0004098	0.999	n
OG0004100	0.999	n
OG0004102	0.191	n
OG0004103	0.191	n
OG0004105	0.999	n
OG0004106	0.999	n
OG0004107	0.999	n
OG0004109	0.999	n
OG0004110	0.999	n
OG0004111	0.999	n
OG0004112	0.999	n
OG0004113	0.999	n
OG0004114	0.999	n
OG0004115	0.999	n
OG0004116	0.999	n
OG0004117	0.999	n
OG0004119	0.999	n
OG0004120	0.999	n
OG0004121	0.999	n
OG0004122	0.999	n
OG0004124	0.999	n
OG0004125	0.999	n
OG0004126	0.999	n
OG0004127	0.999	n
OG0004128	0.999	n
OG0004129	0.999	n
OG0004130	0.999	n
OG0004131	0.999	n
OG0004132	0.999	n
OG0004133	0.999	n
OG0004134	0.999	n
OG0004135	0.999	n
OG0004136	0.999	n
OG0004138	0.999	n
OG0004139	0.999	n
OG0004140	0.999	n
OG0004141	0.999	n
OG0004142	0.999	n
OG0004143	0.999	n
OG0004144	0.999	n
OG0004145	0.999	n
OG0004146	0.999	n
OG0004147	0.999	n
OG0004149	0.999	n
OG0004150	0.999	n
OG0004151	0.999	n
OG0004152	0.999	n
OG0004153	0.999	n
OG0004154	0.186	n
OG0004155	0.999	n
OG0004156	0.999	n
OG0004157	0.999	n
OG0004158	0.999	n
OG0004159	0.999	n
OG0004160	0.999	n
OG0004161	0.999	n
OG0004162	0.999	n
OG0004163	0.999	n
OG0004164	0.999	n
OG0004165	0.999	n
OG0004166	0.999	n
OG0004167	0.999	n
OG0004168	0.999	n
OG0004169	0.999	n
OG0004170	0.999	n
OG0004171	0.999	n
OG0004172	0.999	n
OG0004173	0.999	n
OG0004174	0.999	n
OG0004175	0.999	n
OG0004176	0.999	n
OG0004177	0.999	n
OG0004178	0.999	n
OG0004179	0.999	n
OG0004180	0.999	n
OG0004181	0.999	n
OG0004182	0.999	n
OG0004183	0.999	n
OG0004185	0.999	n
OG0004186	0.186	n
OG0004187	0.123	n
OG0004192	0.999	n
OG0004193	0.999	n
OG0004194	0.999	n
OG0004195	0.999	n
OG0004196	0.999	n
OG0004197	0.999	n
OG0004198	0.186	n
OG0004199	0.186	n
OG0004201	0.186	n
OG0004202	0.999	n
OG0004203	0.999	n
OG0004205	0.999	n
OG0004206	0.999	n
OG0004207	0.999	n
OG0004208	0.186	n
OG0004209	0.999	n
OG0004210	0.999	n
OG0004211	0.999	n
OG0004212	0.999	n
OG0004213	0.999	n
OG0004214	0.999	n
OG0004215	0.999	n
OG0004216	0.999	n
OG0004217	0.999	n
OG0004218	0.999	n
OG0004219	0.999	n
OG0004220	0.999	n
OG0004222	0.999	n
OG0004223	0.999	n
OG0004224	0.296	n
OG0004225	0.999	n
OG0004226	0.999	n
OG0004227	0.999	n
OG0004229	0.999	n
OG0004230	0.191	n
OG0004231	0.999	n
OG0004232	0.999	n
OG0004233	0.999	n
OG0004234	0.999	n
OG0004235	0.999	n
OG0004237	0.186	n
OG0004238	0.999	n
OG0004239	0.999	n
OG0004240	0.999	n
OG0004241	0.999	n
OG0004242	0.999	n
OG0004243	0.999	n
OG0004244	0.999	n
OG0004246	0.999	n
OG0004247	0.999	n
OG0004248	0.999	n
OG0004249	0.999	n
OG0004250	0.999	n
OG0004251	0.999	n
OG0004252	0.999	n
OG0004253	0.999	n
OG0004254	0.999	n
OG0004255	0.999	n
OG0004256	0.999	n
OG0004257	0.999	n
OG0004258	0.999	n
OG0004259	0.999	n
OG0004260	0.999	n
OG0004261	0.999	n
OG0004262	0.999	n
OG0004263	0.999	n
OG0004264	0.999	n
OG0004265	0.999	n
OG0004266	0.999	n
OG0004267	0.999	n
OG0004268	0.999	n
OG0004269	0.191	n
OG0004270	0.999	n
OG0004271	0.999	n
OG0004272	0.999	n
OG0004273	0.999	n
OG0004274	0.999	n
OG0004275	0.999	n
OG0004276	0.999	n
OG0004277	0.999	n
OG0004278	0.999	n
OG0004279	0.999	n
OG0004280	0.999	n
OG0004281	0.123	n
OG0004282	0.123	n
OG0004283	0.999	n
OG0004284	0.999	n
OG0004285	0.999	n
OG0004286	0.999	n
OG0004287	0.999	n
OG0004288	0.999	n
OG0004289	0.999	n
OG0004290	0.999	n
OG0004292	0.999	n
OG0004293	0.999	n
OG0004294	0.999	n
OG0004295	0.999	n
OG0004296	0.999	n
OG0004297	0.999	n
OG0004298	0.999	n
OG0004299	0.999	n
OG0004300	0.999	n
OG0004301	0	y
OG0004302	0.999	n
OG0004303	0.999	n
OG0004304	0.999	n
OG0004305	0.999	n
OG0004306	0.999	n
OG0004307	0.999	n
OG0004308	0.999	n
OG0004309	0.999	n
OG0004310	0.999	n
OG0004311	0.999	n
OG0004312	0.999	n
OG0004313	0.999	n
OG0004314	0.999	n
OG0004315	0.999	n
OG0004316	0.999	n
OG0004317	0.999	n
OG0004318	0.999	n
OG0004319	0.999	n
OG0004320	0.999	n
OG0004321	0.999	n
OG0004322	0.999	n
OG0004323	0.999	n
OG0004324	0.999	n
OG0004325	0.999	n
OG0004326	0.999	n
OG0004327	0.999	n
OG0004328	0.999	n
OG0004329	0.999	n
OG0004330	0.999	n
OG0004331	0.999	n
OG0004332	0.999	n
OG0004333	0.999	n
OG0004334	0.999	n
OG0004336	0.999	n
OG0004337	0.999	n
OG0004338	0.296	n
OG0004340	0.999	n
OG0004341	0.999	n
OG0004342	0.999	n
OG0004343	0.999	n
OG0004344	0.999	n
OG0004345	0.999	n
OG0004346	0.999	n
OG0004347	0.999	n
OG0004348	0.999	n
OG0004349	0.999	n
OG0004350	0.999	n
OG0004351	0.999	n
OG0004352	0.999	n
OG0004353	0.999	n
OG0004354	0.999	n
OG0004355	0.999	n
OG0004356	0.999	n
OG0004357	0.999	n
OG0004358	0.999	n
OG0004359	0.999	n
OG0004360	0.999	n
OG0004361	0.999	n
OG0004362	0.999	n
OG0004363	0.999	n
OG0004364	0.999	n
OG0004365	0.999	n
OG0004366	0.999	n
OG0004367	0.999	n
OG0004368	0.999	n
OG0004369	0.999	n
OG0004370	0.999	n
OG0004373	0.999	n
OG0004374	0.999	n
OG0004375	0.999	n
OG0004376	0.999	n
OG0004377	0.999	n
OG0004378	0.999	n
OG0004379	0.999	n
OG0004380	0.999	n
OG0004381	0.999	n
OG0004382	0.999	n
OG0004383	0.999	n
OG0004385	0.999	n
OG0004386	0.999	n
OG0004387	0.999	n
OG0004388	0.999	n
OG0004389	0.999	n
OG0004390	0.008	y
OG0004391	0.123	n
OG0004393	0.129	n
OG0004396	0.999	n
OG0004397	0.005	y
OG0004398	0.123	n
OG0004399	0.999	n
OG0004400	0.999	n
OG0004401	0.999	n
OG0004402	0.999	n
OG0004403	0.999	n
OG0004404	0.999	n
OG0004405	0.999	n
OG0004406	0.999	n
OG0004407	0.999	n
OG0004408	0.999	n
OG0004409	0.999	n
OG0004410	0.999	n
OG0004411	0.999	n
OG0004412	0.999	n
OG0004413	0.999	n
OG0004414	0.999	n
OG0004416	0.999	n
OG0004418	0.999	n
OG0004419	0.129	n
OG0004420	0.999	n
OG0004421	0.999	n
OG0004422	0.999	n
OG0004423	0.999	n
OG0004424	0.999	n
OG0004425	0.999	n
OG0004426	0.999	n
OG0004427	0.999	n
OG0004428	0.999	n
OG0004429	0.999	n
OG0004430	0.999	n
OG0004431	0.999	n
OG0004433	0.999	n
OG0004434	0.999	n
OG0004435	0.999	n
OG0004436	0.999	n
OG0004437	0.999	n
OG0004438	0.999	n
OG0004439	0.265	n
OG0004440	0.999	n
OG0004441	0.999	n
OG0004442	0.999	n
OG0004443	0.999	n
OG0004444	0.999	n
OG0004445	0.999	n
OG0004446	0.999	n
OG0004448	0.191	n
OG0004449	0.127	n
OG0004450	0.999	n
OG0004451	0.999	n
OG0004452	0.999	n
OG0004453	0.999	n
OG0004455	0.999	n
OG0004456	0.999	n
OG0004457	0.999	n
OG0004459	0.999	n
OG0004460	0.999	n
OG0004461	0.999	n
OG0004462	0.189	n
OG0004463	0.999	n
OG0004464	0.186	n
OG0004465	0.999	n
OG0004466	0.999	n
OG0004468	0.999	n
OG0004469	0.999	n
OG0004470	0.999	n
OG0004471	0.999	n
OG0004472	0.999	n
OG0004473	0.999	n
OG0004474	0.999	n
OG0004475	0.999	n
OG0004476	0.999	n
OG0004477	0.999	n
OG0004478	0.999	n
OG0004479	0.999	n
OG0004480	0.999	n
OG0004481	0.999	n
OG0004482	0.999	n
OG0004483	0.999	n
OG0004484	0.999	n
OG0004485	0.999	n
OG0004486	0.999	n
OG0004488	0.999	n
OG0004490	0.999	n
OG0004491	0.999	n
OG0004492	0.999	n
OG0004493	0.999	n
OG0004494	0.999	n
OG0004495	0.999	n
OG0004496	0.999	n
OG0004497	0.999	n
OG0004498	0.999	n
OG0004499	0.999	n
OG0004500	0.999	n
OG0004501	0.999	n
OG0004502	0.999	n
OG0004503	0.999	n
OG0004504	0.999	n
OG0004505	0.999	n
OG0004506	0.999	n
OG0004507	0.999	n
OG0004508	0.999	n
OG0004509	0.999	n
OG0004510	0.999	n
OG0004511	0.999	n
OG0004512	0.999	n
OG0004513	0.999	n
OG0004514	0.999	n
OG0004515	0.999	n
OG0004516	0.999	n
OG0004517	0.999	n
OG0004518	0.999	n
OG0004519	0.999	n
OG0004520	0.999	n
OG0004521	0.999	n
OG0004522	0.999	n
OG0004523	0.999	n
OG0004524	0.999	n
OG0004525	0.999	n
OG0004526	0.999	n
OG0004527	0.999	n
OG0004528	0.999	n
OG0004529	0.999	n
OG0004530	0.999	n
OG0004531	0.999	n
OG0004532	0.999	n
OG0004533	0.999	n
OG0004534	0.999	n
OG0004535	0.999	n
OG0004536	0.999	n
OG0004537	0.999	n
OG0004538	0.999	n
OG0004539	0.999	n
OG0004540	0.999	n
OG0004541	0.999	n
OG0004542	0.999	n
OG0004543	0.999	n
OG0004544	0.999	n
OG0004545	0.999	n
OG0004546	0.999	n
OG0004547	0.999	n
OG0004548	0.999	n
OG0004550	0.999	n
OG0004551	0.999	n
OG0004552	0.999	n
OG0004553	0.999	n
OG0004554	0.999	n
OG0004555	0.999	n
OG0004556	0.999	n
OG0004557	0.999	n
OG0004558	0.999	n
OG0004559	0.999	n
OG0004560	0.999	n
OG0004561	0.999	n
OG0004562	0.999	n
OG0004563	0.999	n
OG0004564	0.999	n
OG0004565	0.999	n
OG0004566	0.999	n
OG0004567	0.999	n
OG0004568	0.999	n
OG0004569	0.999	n
OG0004570	0.999	n
OG0004571	0.999	n
OG0004572	0.999	n
OG0004575	0.999	n
OG0004577	0.999	n
OG0004578	0.999	n
OG0004579	0.999	n
OG0004580	0.999	n
OG0004581	0.999	n
OG0004582	0.999	n
OG0004584	0.999	n
OG0004585	0.999	n
OG0004586	0.999	n
OG0004587	0.999	n
OG0004588	0.999	n
OG0004589	0.999	n
OG0004591	0.999	n
OG0004592	0.999	n
OG0004593	0.999	n
OG0004594	0.999	n
OG0004595	0.189	n
OG0004596	0.999	n
OG0004597	0.999	n
OG0004598	0.999	n
OG0004599	0.999	n
OG0004600	0.999	n
OG0004601	0.999	n
OG0004602	0.999	n
OG0004603	0.999	n
OG0004604	0.119	n
OG0004605	0.999	n
OG0004606	0.999	n
OG0004607	0.999	n
OG0004608	0.999	n
OG0004609	0.999	n
OG0004610	0.999	n
OG0004611	0.999	n
OG0004612	0.999	n
OG0004613	0.999	n
OG0004614	0.999	n
OG0004615	0.999	n
OG0004616	0.999	n
OG0004617	0.999	n
OG0004618	0.999	n
OG0004619	0.999	n
OG0004620	0.999	n
OG0004621	0.999	n
OG0004622	0.999	n
OG0004623	0.999	n
OG0004624	0.999	n
OG0004625	0.999	n
OG0004626	0.999	n
OG0004627	0.999	n
OG0004628	0.296	n
OG0004629	0.186	n
OG0004630	0.999	n
OG0004631	0.999	n
OG0004632	0.999	n
OG0004633	0.999	n
OG0004634	0.999	n
OG0004635	0.999	n
OG0004638	0.999	n
OG0004639	0.999	n
OG0004640	0.999	n
OG0004641	0.999	n
OG0004642	0.999	n
OG0004643	0.999	n
OG0004644	0.186	n
OG0004645	0.999	n
OG0004646	0.186	n
OG0004647	0.999	n
OG0004648	0.999	n
OG0004649	0.999	n
OG0004650	0.999	n
OG0004651	0.186	n
OG0004654	0.999	n
OG0004655	0.999	n
OG0004656	0.999	n
OG0004657	0.999	n
OG0004658	0.999	n
OG0004659	0.999	n
OG0004660	0.999	n
OG0004661	0.999	n
OG0004664	0.999	n
OG0004665	0.999	n
OG0004666	0.999	n
OG0004667	0.999	n
OG0004668	0.999	n
OG0004669	0.999	n
OG0004670	0.999	n
OG0004671	0.999	n
OG0004672	0.999	n
OG0004676	0.191	n
OG0004677	0.999	n
OG0004678	0.999	n
OG0004679	0.999	n
OG0004682	0.999	n
OG0004683	0.999	n
OG0004684	0.999	n
OG0004685	0.999	n
OG0004686	0.999	n
OG0004688	0.999	n
OG0004690	0.999	n
OG0004691	0.999	n
OG0004692	0.999	n
OG0004693	0.999	n
OG0004694	0.999	n
OG0004695	0.999	n
OG0004696	0.999	n
OG0004697	0.999	n
OG0004698	0.999	n
OG0004699	0.999	n
OG0004700	0.999	n
OG0004701	0.999	n
OG0004702	0.999	n
OG0004703	0.999	n
OG0004704	0.999	n
OG0004705	0.999	n
OG0004706	0.999	n
OG0004707	0.999	n
OG0004708	0.186	n
OG0004709	0.999	n
OG0004711	0.123	n
OG0004712	0.999	n
OG0004713	0.999	n
OG0004714	0.999	n
OG0004715	0.999	n
OG0004716	0.191	n
OG0004717	0.999	n
OG0004718	0.999	n
OG0004719	0.999	n
OG0004720	0.999	n
OG0004721	0.999	n
OG0004723	0.999	n
OG0004724	0.999	n
OG0004725	0.999	n
OG0004726	0.999	n
OG0004727	0.999	n
OG0004728	0.999	n
OG0004729	0.999	n
OG0004730	0.999	n
OG0004731	0.999	n
OG0004732	0.186	n
OG0004733	0.999	n
OG0004734	0.999	n
OG0004735	0.999	n
OG0004736	0.999	n
OG0004737	0.999	n
OG0004738	0.999	n
OG0004739	0.999	n
OG0004740	0.999	n
OG0004741	0.999	n
OG0004742	0.999	n
OG0004743	0.999	n
OG0004744	0.999	n
OG0004745	0.999	n
OG0004746	0.999	n
OG0004747	0.999	n
OG0004749	0.999	n
OG0004750	0.999	n
OG0004751	0.999	n
OG0004752	0.999	n
OG0004753	0.999	n
OG0004754	0.999	n
OG0004755	0.999	n
OG0004756	0.999	n
OG0004757	0.999	n
OG0004758	0.999	n
OG0004759	0.999	n
OG0004760	0.999	n
OG0004761	0.999	n
OG0004762	0.999	n
OG0004763	0.999	n
OG0004764	0.999	n
OG0004765	0.999	n
OG0004766	0.999	n
OG0004767	0.186	n
OG0004768	0.999	n
OG0004769	0.999	n
OG0004770	0.999	n
OG0004771	0.999	n
OG0004772	0.999	n
OG0004773	0.999	n
OG0004774	0.999	n
OG0004775	0.999	n
OG0004776	0.999	n
OG0004778	0.999	n
OG0004779	0.999	n
OG0004780	0.999	n
OG0004781	0.999	n
OG0004782	0.999	n
OG0004783	0.105	n
OG0004784	0.999	n
OG0004785	0.999	n
OG0004786	0.999	n
OG0004787	0.999	n
OG0004789	0.999	n
OG0004790	0.999	n
OG0004791	0.999	n
OG0004792	0.999	n
OG0004793	0.999	n
OG0004794	0.999	n
OG0004795	0.26	n
OG0004797	0.119	n
