#FamilyID	pvalue	Significant at 0.05
OG0002164	0.608	n
OG0002165	0.329	n
OG0002167	0.57	n
OG0002168	0.329	n
OG0002169	0.329	n
OG0002170	0.132	n
OG0002171	0.329	n
OG0002172	0.329	n
OG0002173	0.57	n
OG0002174	0.37	n
OG0002177	0.37	n
OG0002178	0.37	n
OG0002179	0.37	n
OG0002180	0.37	n
OG0002181	0.37	n
OG0002182	0.37	n
OG0002183	0.37	n
OG0002184	0.37	n
OG0002185	0.37	n
OG0002186	0.37	n
OG0002187	0.37	n
OG0002188	0.37	n
OG0002189	0.608	n
OG0002190	0.57	n
OG0002191	0.063	n
OG0002194	0.329	n
OG0002195	0.57	n
OG0002196	0.03	y
OG0002201	0.37	n
OG0002203	0.329	n
OG0002204	0.37	n
OG0002206	0.37	n
OG0002207	0.37	n
OG0002208	0.37	n
OG0002209	0.37	n
OG0002210	0.002	y
OG0002211	0.608	n
OG0002212	0.37	n
OG0002213	0.352	n
OG0002214	0.329	n
OG0002215	0.329	n
OG0002216	0.37	n
OG0002217	0.37	n
OG0002218	0.329	n
OG0002219	0.329	n
OG0002220	0.352	n
OG0002222	0.329	n
OG0002223	0.329	n
OG0002224	0.608	n
OG0002225	0.329	n
OG0002226	0.329	n
OG0002227	0.608	n
OG0002228	0.352	n
OG0002229	0.329	n
OG0002231	0.329	n
OG0002232	0	y
OG0002234	0.329	n
OG0002237	0.329	n
OG0002238	0.329	n
OG0002239	0.608	n
OG0002241	0.352	n
OG0002243	0.37	n
OG0002244	0.37	n
OG0002245	0.37	n
OG0002247	0.37	n
OG0002248	0.37	n
OG0002249	0.37	n
OG0002250	0.37	n
OG0002251	0.025	y
OG0002252	0.352	n
OG0002253	0.37	n
OG0002254	0.37	n
OG0002255	0.329	n
OG0002256	0.329	n
OG0002257	0.37	n
OG0002258	0.329	n
OG0002259	0.329	n
OG0002260	0.57	n
OG0002261	0.329	n
OG0002264	0.57	n
OG0002265	0.37	n
OG0002266	0.329	n
OG0002267	0.37	n
OG0002268	0.329	n
OG0002269	0.329	n
OG0002271	0.608	n
OG0002273	0.37	n
OG0002274	0.37	n
OG0002275	0.37	n
OG0002276	0.37	n
OG0002277	0.329	n
OG0002278	0.352	n
OG0002279	0.329	n
OG0002280	0.608	n
OG0002281	0.37	n
OG0002282	0.329	n
OG0002284	0.329	n
OG0002287	0.329	n
OG0002288	0.329	n
OG0002289	0.329	n
OG0002290	0.329	n
OG0002291	0.329	n
OG0002292	0.329	n
OG0002293	0.329	n
OG0002294	0.329	n
OG0002296	0.608	n
OG0002297	0.329	n
OG0002298	0.329	n
OG0002299	0.329	n
OG0002300	0.329	n
OG0002301	0.608	n
OG0002302	0.329	n
OG0002303	0.329	n
OG0002304	0.37	n
OG0002305	0.37	n
OG0002308	0.329	n
OG0002309	0.329	n
OG0002311	0.37	n
OG0002312	0.37	n
OG0002313	0.37	n
OG0002314	0.37	n
OG0002315	0.37	n
OG0002316	0.117	n
OG0002317	0.37	n
OG0002318	0.37	n
OG0002319	0.37	n
OG0002321	0.329	n
OG0002322	0.37	n
OG0002323	0.37	n
OG0002324	0.37	n
OG0002325	0.37	n
OG0002326	0.37	n
OG0002327	0.37	n
OG0002328	0.37	n
OG0002329	0.37	n
OG0002330	0.37	n
OG0002331	0.37	n
OG0002332	0.37	n
OG0002333	0.329	n
OG0002334	0.329	n
OG0002335	0.329	n
OG0002336	0.329	n
OG0002337	0.329	n
OG0002340	0.57	n
OG0002341	0.329	n
OG0002342	0.608	n
OG0002343	0.608	n
OG0002345	0.329	n
OG0002347	0.329	n
OG0002348	0.329	n
OG0002349	0.329	n
OG0002350	0.329	n
OG0002351	0.04	y
OG0002352	0.329	n
OG0002353	0.329	n
OG0002354	0.608	n
OG0002355	0.329	n
OG0002356	0.37	n
OG0002357	0.352	n
OG0002358	0.025	y
OG0002359	0.329	n
OG0002360	0.57	n
OG0002361	0.329	n
OG0002363	0.329	n
OG0002364	0.329	n
OG0002367	0.329	n
OG0002368	0.329	n
OG0002369	0.329	n
OG0002370	0.329	n
OG0002371	0.329	n
OG0002372	0.329	n
OG0002373	0.37	n
OG0002374	0.37	n
OG0002375	0.37	n
OG0002376	0.37	n
OG0002377	0.329	n
OG0002378	0.329	n
OG0002379	0.329	n
OG0002380	0.052	n
OG0002381	0.329	n
OG0002383	0.57	n
OG0002385	0.329	n
OG0002386	0.329	n
OG0002387	0.329	n
OG0002388	0.329	n
OG0002389	0.329	n
OG0002391	0.329	n
OG0002392	0.329	n
OG0002393	0.329	n
OG0002394	0.329	n
OG0002396	0.052	n
OG0002397	0.329	n
OG0002398	0.329	n
OG0002399	0.329	n
OG0002400	0.608	n
OG0002401	0.329	n
OG0002402	0.352	n
OG0002403	0.329	n
OG0002404	0.329	n
OG0002405	0.329	n
OG0002406	0.063	n
OG0002407	0.608	n
OG0002408	0.052	n
OG0002409	0.37	n
OG0002410	0.329	n
OG0002411	0.608	n
OG0002412	0	y
OG0002413	0.329	n
OG0002414	0.37	n
OG0002415	0.329	n
OG0002416	0.329	n
OG0002418	0.329	n
OG0002419	0.329	n
OG0002420	0.329	n
OG0002421	0.608	n
OG0002422	0.329	n
OG0002423	0.37	n
OG0002424	0.37	n
OG0002425	0.37	n
OG0002426	0.37	n
OG0002428	0.329	n
OG0002429	0.329	n
OG0002430	0.329	n
OG0002431	0.329	n
OG0002432	0.329	n
OG0002433	0.04	y
OG0002434	0.329	n
OG0002436	0.352	n
OG0002437	0.37	n
OG0002438	0.37	n
OG0002439	0.57	n
OG0002440	0.37	n
OG0002442	0.608	n
OG0002444	0.37	n
OG0002445	0.37	n
OG0002446	0.329	n
OG0002448	0.329	n
OG0002449	0.329	n
OG0002450	0.329	n
OG0002451	0.329	n
OG0002452	0.329	n
OG0002453	0.329	n
OG0002454	0.329	n
OG0002455	0.329	n
OG0002456	0.329	n
OG0002457	0.329	n
OG0002458	0.57	n
OG0002461	0.37	n
OG0002462	0.329	n
OG0002463	0.608	n
OG0002464	0.608	n
OG0002465	0.57	n
OG0002466	0.329	n
OG0002467	0.069	n
OG0002468	0.329	n
OG0002469	0.37	n
OG0002470	0.57	n
OG0002471	0.329	n
OG0002472	0.329	n
OG0002473	0.352	n
OG0002474	0.57	n
OG0002475	0.352	n
OG0002476	0.352	n
OG0002477	0.329	n
OG0002479	0.57	n
OG0002481	0.608	n
OG0002482	0.608	n
OG0002483	0.329	n
OG0002484	0.329	n
OG0002485	0.329	n
OG0002486	0.329	n
OG0002487	0.329	n
OG0002488	0.57	n
OG0002489	0.329	n
OG0002490	0.57	n
OG0002491	0.57	n
OG0002492	0.074	n
OG0002493	0.329	n
OG0002494	0.37	n
OG0002495	0.329	n
OG0002496	0.329	n
OG0002497	0.329	n
OG0002498	0.37	n
OG0002499	0.37	n
OG0002501	0.329	n
OG0002502	0.04	y
OG0002503	0.329	n
OG0002504	0.329	n
OG0002505	0.57	n
OG0002506	0.329	n
OG0002507	0.329	n
OG0002508	0.329	n
OG0002509	0.329	n
OG0002510	0.329	n
OG0002511	0.329	n
OG0002512	0.329	n
OG0002513	0.329	n
OG0002514	0.329	n
OG0002515	0.329	n
OG0002516	0.329	n
OG0002517	0.329	n
OG0002518	0.608	n
OG0002519	0.608	n
OG0002520	0.57	n
OG0002521	0.074	n
OG0002523	0.329	n
OG0002524	0.329	n
OG0002525	0.329	n
OG0002526	0.329	n
OG0002527	0.069	n
OG0002528	0.37	n
OG0002529	0.329	n
OG0002530	0.329	n
OG0002531	0.329	n
OG0002532	0.329	n
OG0002533	0.37	n
OG0002534	0.329	n
OG0002535	0.025	y
OG0002536	0.329	n
OG0002537	0.329	n
OG0002538	0.329	n
OG0002539	0.329	n
OG0002540	0.329	n
OG0002541	0.329	n
OG0002542	0.37	n
OG0002543	0.37	n
OG0002544	0.329	n
OG0002545	0.329	n
OG0002546	0.329	n
OG0002547	0.329	n
OG0002548	0.37	n
OG0002549	0.329	n
OG0002551	0.329	n
OG0002552	0.329	n
OG0002554	0.329	n
OG0002555	0.329	n
OG0002556	0.329	n
OG0002558	0.329	n
OG0002559	0.329	n
OG0002560	0.329	n
OG0002561	0.329	n
OG0002562	0.37	n
OG0002563	0.57	n
OG0002564	0.329	n
OG0002565	0.37	n
OG0002566	0.329	n
OG0002567	0.329	n
OG0002568	0.608	n
OG0002569	0.352	n
OG0002570	0.57	n
OG0002571	0.329	n
OG0002572	0.329	n
OG0002573	0.57	n
OG0002574	0.002	y
OG0002575	0.002	y
OG0002576	0.329	n
OG0002577	0.329	n
OG0002578	0.329	n
OG0002579	0.329	n
OG0002580	0.329	n
OG0002582	0.04	y
OG0002584	0.04	y
OG0002585	0.608	n
OG0002586	0.329	n
OG0002587	0.57	n
OG0002588	0.37	n
OG0002589	0.329	n
OG0002590	0.329	n
OG0002591	0.329	n
OG0002592	0.329	n
OG0002593	0.069	n
OG0002594	0.329	n
OG0002595	0.04	y
OG0002596	0.329	n
OG0002597	0.329	n
OG0002598	0.329	n
OG0002599	0.352	n
OG0002600	0.329	n
OG0002601	0.329	n
OG0002602	0.329	n
OG0002603	0.052	n
OG0002604	0.37	n
OG0002605	0.37	n
OG0002606	0.329	n
OG0002607	0.329	n
OG0002608	0.329	n
OG0002609	0.329	n
OG0002610	0.052	n
OG0002611	0.329	n
OG0002612	0.329	n
OG0002613	0.329	n
OG0002614	0.329	n
OG0002615	0.608	n
OG0002616	0.608	n
OG0002617	0.329	n
OG0002619	0.329	n
OG0002620	0.329	n
OG0002621	0.329	n
OG0002623	0.37	n
OG0002624	0.37	n
OG0002625	0.57	n
OG0002626	0.329	n
OG0002627	0.329	n
OG0002628	0.329	n
OG0002629	0.329	n
OG0002630	0.063	n
OG0002631	0.052	n
OG0002633	0.37	n
OG0002634	0.37	n
OG0002635	0.37	n
OG0002636	0.37	n
OG0002637	0.608	n
OG0002640	0.329	n
OG0002641	0.329	n
OG0002642	0.329	n
OG0002643	0.329	n
OG0002644	0.04	y
OG0002645	0.329	n
OG0002647	0.329	n
OG0002648	0.329	n
OG0002649	0.37	n
OG0002650	0.329	n
OG0002651	0.329	n
OG0002652	0.608	n
OG0002653	0.329	n
OG0002654	0.052	n
OG0002655	0.37	n
OG0002656	0.329	n
OG0002657	0.37	n
OG0002658	0.329	n
OG0002659	0.329	n
OG0002660	0.57	n
OG0002661	0.329	n
OG0002663	0.37	n
OG0002664	0.329	n
OG0002665	0.052	n
OG0002666	0.352	n
OG0002667	0.608	n
OG0002668	0.329	n
OG0002669	0.073	n
OG0002671	0.329	n
OG0002672	0.329	n
OG0002673	0.329	n
OG0002674	0.329	n
OG0002675	0.37	n
OG0002676	0.37	n
OG0002677	0.352	n
OG0002678	0.329	n
OG0002679	0.608	n
OG0002680	0.608	n
OG0002682	0.608	n
OG0002683	0.37	n
OG0002684	0.37	n
OG0002685	0.329	n
OG0002686	0.329	n
OG0002687	0.329	n
OG0002688	0.329	n
OG0002689	0.37	n
OG0002690	0.37	n
OG0002691	0.37	n
OG0002692	0.37	n
OG0002693	0.052	n
OG0002694	0.052	n
OG0002695	0.37	n
OG0002696	0.052	n
OG0002697	0.37	n
OG0002698	0.37	n
OG0002699	0.37	n
OG0002700	0.37	n
OG0002701	0.37	n
OG0002702	0.37	n
OG0002703	0.37	n
OG0002704	0.608	n
OG0002705	0.329	n
OG0002706	0.329	n
OG0002708	0.57	n
OG0002709	0.352	n
OG0002710	0.329	n
OG0002711	0.37	n
OG0002713	0.329	n
OG0002714	0.608	n
OG0002715	0.352	n
OG0002716	0.329	n
OG0002717	0.329	n
OG0002718	0.052	n
OG0002719	0.608	n
OG0002720	0.608	n
OG0002723	0.57	n
OG0002724	0.57	n
OG0002725	0.352	n
OG0002726	0.37	n
OG0002727	0.37	n
OG0002728	0.608	n
OG0002729	0.37	n
OG0002730	0.37	n
OG0002731	0.329	n
OG0002732	0.608	n
OG0002733	0.329	n
OG0002734	0.329	n
OG0002738	0.329	n
OG0002739	0.329	n
OG0002740	0.329	n
OG0002741	0.329	n
OG0002742	0.329	n
OG0002743	0.329	n
OG0002744	0.056	n
OG0002745	0.073	n
OG0002746	0.329	n
OG0002747	0.329	n
OG0002748	0.329	n
OG0002749	0.329	n
OG0002750	0.329	n
OG0002751	0.132	n
OG0002755	0.37	n
OG0002756	0.37	n
OG0002757	0.37	n
OG0002758	0.37	n
OG0002759	0.57	n
OG0002760	0.608	n
OG0002761	0.37	n
OG0002762	0.329	n
OG0002763	0.329	n
OG0002764	0.37	n
OG0002765	0.37	n
OG0002766	0.608	n
OG0002767	0.37	n
OG0002768	0.073	n
OG0002770	0.002	y
OG0002771	0.329	n
OG0002772	0.329	n
OG0002773	0.329	n
OG0002775	0.329	n
OG0002777	0.023	y
OG0002778	0.04	y
OG0002779	0.329	n
OG0002780	0.37	n
OG0002781	0.329	n
OG0002782	0.329	n
OG0002783	0.329	n
OG0002784	0.052	n
OG0002785	0.37	n
OG0002786	0.329	n
OG0002787	0.329	n
OG0002788	0.329	n
OG0002789	0.329	n
OG0002790	0.329	n
OG0002791	0.329	n
OG0002792	0.329	n
OG0002793	0.329	n
OG0002794	0.329	n
OG0002795	0.329	n
OG0002796	0.329	n
OG0002797	0.352	n
OG0002798	0.329	n
OG0002799	0.37	n
OG0002800	0.608	n
OG0002801	0.329	n
OG0002802	0.329	n
OG0002803	0.329	n
OG0002804	0.329	n
OG0002805	0.37	n
OG0002807	0.329	n
OG0002808	0.352	n
OG0002809	0.329	n
OG0002810	0.37	n
OG0002812	0.329	n
OG0002813	0.04	y
OG0002814	0.57	n
OG0002815	0.329	n
OG0002816	0.329	n
OG0002817	0.329	n
OG0002818	0.329	n
OG0002819	0.57	n
OG0002820	0.329	n
OG0002821	0.023	y
OG0002823	0.132	n
OG0002824	0.329	n
OG0002825	0.608	n
OG0002826	0.329	n
OG0002827	0.329	n
OG0002828	0.608	n
OG0002829	0.608	n
OG0002830	0.329	n
OG0002831	0.329	n
OG0002832	0.329	n
OG0002833	0.329	n
OG0002834	0.37	n
OG0002835	0.37	n
OG0002836	0.329	n
OG0002837	0.37	n
OG0002838	0.052	n
OG0002839	0.608	n
OG0002840	0.329	n
OG0002841	0.329	n
OG0002842	0.329	n
OG0002843	0.329	n
OG0002844	0.329	n
OG0002845	0.329	n
OG0002846	0.329	n
OG0002847	0.329	n
OG0002848	0.352	n
OG0002850	0.37	n
OG0002852	0.329	n
OG0002854	0.329	n
OG0002855	0.329	n
OG0002856	0.329	n
OG0002857	0.329	n
OG0002858	0.329	n
OG0002859	0.329	n
OG0002860	0.37	n
OG0002861	0.329	n
OG0002862	0.37	n
OG0002863	0.37	n
OG0002865	0.329	n
OG0002866	0.352	n
OG0002870	0.37	n
OG0002871	0.352	n
OG0002872	0.608	n
OG0002873	0.608	n
OG0002874	0.329	n
OG0002875	0.329	n
OG0002876	0.329	n
OG0002877	0.329	n
OG0002878	0.57	n
OG0002879	0.37	n
OG0002880	0.002	y
OG0002881	0.608	n
OG0002882	0.073	n
OG0002883	0.608	n
OG0002884	0.329	n
OG0002885	0.329	n
OG0002887	0.329	n
OG0002888	0.329	n
OG0002889	0.37	n
OG0002890	0.329	n
OG0002892	0.329	n
OG0002893	0.329	n
OG0002894	0.329	n
OG0002895	0.352	n
OG0002897	0.329	n
OG0002898	0.329	n
OG0002899	0.329	n
OG0002900	0.329	n
OG0002901	0.329	n
OG0002902	0.329	n
OG0002903	0.329	n
OG0002904	0.329	n
OG0002905	0.37	n
OG0002906	0.37	n
OG0002907	0.329	n
OG0002908	0.069	n
OG0002910	0.37	n
OG0002911	0.608	n
OG0002912	0.37	n
OG0002913	0.37	n
OG0002914	0.37	n
OG0002915	0.37	n
OG0002916	0.37	n
OG0002917	0.37	n
OG0002918	0.37	n
OG0002919	0.37	n
OG0002920	0.37	n
OG0002922	0.57	n
OG0002923	0.608	n
OG0002924	0.608	n
OG0002925	0.329	n
OG0002926	0.329	n
OG0002927	0.329	n
OG0002928	0.57	n
OG0002930	0.04	y
OG0002933	0.329	n
OG0002934	0.329	n
OG0002936	0.57	n
OG0002937	0.352	n
OG0002939	0.007	y
OG0002940	0.329	n
OG0002941	0.329	n
OG0002942	0.352	n
OG0002943	0.329	n
OG0002945	0.608	n
OG0002946	0.329	n
OG0002947	0.37	n
OG0002948	0.37	n
OG0002949	0.329	n
OG0002950	0.329	n
OG0002952	0.352	n
OG0002953	0.329	n
OG0002954	0.37	n
OG0002955	0.37	n
OG0002956	0.37	n
OG0002957	0.37	n
OG0002958	0.37	n
OG0002959	0.37	n
OG0002960	0.37	n
OG0002961	0.37	n
OG0002962	0.37	n
OG0002963	0.37	n
OG0002964	0.37	n
OG0002965	0.37	n
OG0002966	0.37	n
OG0002967	0.37	n
OG0002968	0.57	n
OG0002969	0.37	n
OG0002971	0.37	n
OG0002972	0.608	n
OG0002973	0.37	n
OG0002974	0.37	n
OG0002975	0.37	n
OG0002976	0.37	n
OG0002977	0.57	n
OG0002978	0.608	n
OG0002979	0.608	n
OG0002980	0.608	n
OG0002981	0.37	n
OG0002982	0.052	n
OG0002983	0.37	n
OG0002984	0.37	n
OG0002985	0.37	n
OG0002986	0.329	n
OG0002988	0.329	n
OG0002989	0.329	n
OG0002990	0.329	n
OG0002991	0.37	n
OG0002992	0.37	n
OG0002993	0.37	n
OG0002994	0.329	n
OG0002995	0.329	n
OG0002996	0.608	n
OG0002998	0.608	n
OG0002999	0.37	n
OG0003000	0.37	n
OG0003001	0.352	n
OG0003003	0.329	n
OG0003004	0.37	n
OG0003006	0.329	n
OG0003007	0.329	n
OG0003008	0.329	n
OG0003009	0.069	n
OG0003010	0.329	n
OG0003011	0.57	n
OG0003012	0.57	n
OG0003014	0.57	n
OG0003015	0.352	n
OG0003016	0.329	n
OG0003017	0.329	n
OG0003018	0.329	n
OG0003019	0.329	n
OG0003020	0.329	n
OG0003021	0.329	n
OG0003022	0.329	n
OG0003023	0.329	n
OG0003024	0.329	n
OG0003025	0.37	n
OG0003026	0.329	n
OG0003027	0.329	n
OG0003028	0.329	n
OG0003029	0.329	n
OG0003031	0.37	n
OG0003032	0.329	n
OG0003033	0.352	n
OG0003034	0.57	n
OG0003036	0.329	n
OG0003037	0.57	n
OG0003038	0.329	n
OG0003039	0.329	n
OG0003040	0.329	n
OG0003041	0.37	n
OG0003042	0.329	n
OG0003043	0.069	n
OG0003044	0.37	n
OG0003045	0.37	n
OG0003046	0.329	n
OG0003047	0.329	n
OG0003048	0.329	n
OG0003049	0.329	n
OG0003050	0.329	n
OG0003051	0.37	n
OG0003052	0.052	n
OG0003053	0.329	n
OG0003054	0.329	n
OG0003055	0.329	n
OG0003056	0.57	n
OG0003057	0.608	n
OG0003058	0.329	n
OG0003059	0.329	n
OG0003060	0.37	n
OG0003061	0.329	n
OG0003062	0.329	n
OG0003063	0.329	n
OG0003064	0.329	n
OG0003065	0.329	n
OG0003066	0.329	n
OG0003067	0.329	n
OG0003068	0.329	n
OG0003070	0.57	n
OG0003071	0.329	n
OG0003073	0.329	n
OG0003074	0.37	n
OG0003076	0.37	n
OG0003077	0.329	n
OG0003078	0.329	n
OG0003079	0.329	n
OG0003080	0.329	n
OG0003081	0.329	n
OG0003082	0.608	n
OG0003083	0.608	n
OG0003084	0.329	n
OG0003085	0.329	n
OG0003086	0.329	n
OG0003087	0.329	n
OG0003088	0.329	n
OG0003089	0.069	n
OG0003090	0.073	n
OG0003091	0.329	n
OG0003092	0.329	n
OG0003093	0.329	n
OG0003094	0.608	n
OG0003095	0.329	n
OG0003096	0.329	n
OG0003097	0.329	n
OG0003098	0.37	n
OG0003099	0.329	n
OG0003100	0.329	n
OG0003101	0.37	n
OG0003102	0.329	n
OG0003103	0.37	n
OG0003104	0.37	n
OG0003105	0.57	n
OG0003106	0.37	n
OG0003107	0.37	n
OG0003108	0.37	n
OG0003109	0.352	n
OG0003110	0.608	n
OG0003111	0.608	n
OG0003113	0.37	n
OG0003114	0.37	n
OG0003116	0.329	n
OG0003117	0.37	n
OG0003118	0.37	n
OG0003119	0.37	n
OG0003120	0.37	n
OG0003121	0.329	n
OG0003122	0.329	n
OG0003123	0.329	n
OG0003124	0.329	n
OG0003125	0.329	n
OG0003126	0.329	n
OG0003127	0.37	n
OG0003128	0.329	n
OG0003129	0.329	n
OG0003131	0.329	n
OG0003132	0.329	n
OG0003133	0.329	n
OG0003134	0.329	n
OG0003135	0.329	n
OG0003136	0.329	n
OG0003138	0.329	n
OG0003139	0.329	n
OG0003140	0.329	n
OG0003141	0.329	n
OG0003142	0.329	n
OG0003143	0.329	n
OG0003144	0.608	n
OG0003145	0.37	n
OG0003146	0.57	n
OG0003147	0.37	n
OG0003148	0.608	n
OG0003149	0.329	n
OG0003150	0.329	n
OG0003151	0.329	n
OG0003152	0.329	n
OG0003153	0.329	n
OG0003154	0.329	n
OG0003155	0.329	n
OG0003157	0.37	n
OG0003158	0.329	n
OG0003159	0.329	n
OG0003160	0.329	n
OG0003161	0.329	n
OG0003162	0.329	n
OG0003163	0.329	n
OG0003164	0.329	n
OG0003165	0.329	n
OG0003167	0.352	n
OG0003168	0.37	n
OG0003170	0.352	n
OG0003171	0.37	n
OG0003172	0.052	n
OG0003173	0.608	n
OG0003174	0.329	n
OG0003175	0.329	n
OG0003176	0.023	y
OG0003177	0.029	y
OG0003178	0.029	y
OG0003179	0.069	n
OG0003180	0.329	n
OG0003181	0.57	n
OG0003182	0.608	n
OG0003184	0.57	n
OG0003185	0.37	n
OG0003186	0.37	n
OG0003187	0.352	n
OG0003189	0.37	n
OG0003191	0.329	n
OG0003192	0.329	n
OG0003193	0.329	n
OG0003194	0.329	n
OG0003195	0.329	n
OG0003196	0.329	n
OG0003197	0.045	y
OG0003198	0.37	n
OG0003199	0.352	n
OG0003200	0.37	n
OG0003201	0.37	n
OG0003202	0.608	n
OG0003203	0.352	n
OG0003204	0.608	n
OG0003205	0.37	n
OG0003206	0.608	n
OG0003207	0.352	n
OG0003208	0.329	n
OG0003209	0.37	n
OG0003210	0.329	n
OG0003211	0.57	n
OG0003213	0.57	n
OG0003214	0.329	n
OG0003215	0.329	n
OG0003216	0.608	n
OG0003217	0.329	n
OG0003218	0.329	n
OG0003219	0.329	n
OG0003220	0.329	n
OG0003221	0.329	n
OG0003222	0.329	n
OG0003223	0.329	n
OG0003224	0.329	n
OG0003226	0.57	n
OG0003227	0.329	n
OG0003228	0.329	n
OG0003229	0.37	n
OG0003231	0.37	n
OG0003232	0.329	n
OG0003234	0.37	n
OG0003235	0.37	n
OG0003236	0.37	n
OG0003237	0.329	n
OG0003238	0.57	n
OG0003239	0.352	n
OG0003240	0.329	n
OG0003241	0.37	n
OG0003242	0.329	n
OG0003243	0.37	n
OG0003244	0.37	n
OG0003245	0.37	n
OG0003246	0.37	n
OG0003247	0.57	n
OG0003248	0.608	n
OG0003249	0.329	n
OG0003250	0.329	n
OG0003251	0.37	n
OG0003253	0.37	n
OG0003254	0.608	n
OG0003255	0	y
OG0003256	0.329	n
OG0003257	0.37	n
OG0003260	0.37	n
OG0003261	0.37	n
OG0003262	0.37	n
OG0003263	0.37	n
OG0003264	0.37	n
OG0003265	0.37	n
OG0003266	0.37	n
OG0003268	0.37	n
OG0003269	0.329	n
OG0003270	0.329	n
OG0003272	0.329	n
OG0003273	0.132	n
OG0003274	0.608	n
OG0003276	0.329	n
OG0003277	0.608	n
OG0003278	0.57	n
OG0003279	0.329	n
OG0003280	0.57	n
OG0003281	0.329	n
OG0003282	0.052	n
OG0003283	0.329	n
OG0003284	0.329	n
OG0003285	0.329	n
OG0003287	0.37	n
OG0003288	0.329	n
OG0003291	0.57	n
OG0003292	0.329	n
OG0003294	0.608	n
OG0003295	0.329	n
OG0003297	0.37	n
OG0003298	0.329	n
OG0003299	0.329	n
OG0003301	0.329	n
OG0003302	0.329	n
OG0003303	0.329	n
OG0003304	0.329	n
OG0003305	0.352	n
OG0003306	0.329	n
OG0003307	0.329	n
OG0003308	0.37	n
OG0003309	0.329	n
OG0003310	0.329	n
OG0003312	0.329	n
OG0003314	0.329	n
OG0003315	0.329	n
OG0003316	0.608	n
OG0003317	0.329	n
OG0003318	0.329	n
OG0003319	0.329	n
OG0003320	0.329	n
OG0003321	0.329	n
OG0003322	0.329	n
OG0003323	0.329	n
OG0003324	0.329	n
OG0003325	0.329	n
OG0003326	0.37	n
OG0003327	0.329	n
OG0003328	0.329	n
OG0003329	0.329	n
OG0003331	0.329	n
OG0003332	0.329	n
OG0003333	0.329	n
OG0003334	0.329	n
OG0003335	0.37	n
OG0003336	0.37	n
OG0003337	0.57	n
OG0003339	0.352	n
OG0003340	0.329	n
OG0003341	0.329	n
OG0003342	0.329	n
OG0003343	0.608	n
OG0003345	0.329	n
OG0003346	0.329	n
OG0003347	0.329	n
OG0003348	0.329	n
OG0003349	0.329	n
OG0003350	0.329	n
OG0003351	0.329	n
OG0003352	0.329	n
OG0003353	0.329	n
OG0003354	0.329	n
OG0003355	0.329	n
OG0003356	0.329	n
OG0003357	0.57	n
OG0003358	0.37	n
OG0003359	0.608	n
OG0003360	0.329	n
OG0003361	0.329	n
OG0003362	0.608	n
OG0003364	0.352	n
OG0003365	0.37	n
OG0003366	0.608	n
OG0003367	0.329	n
OG0003368	0.329	n
OG0003369	0.025	y
OG0003370	0.37	n
OG0003371	0.329	n
OG0003372	0.329	n
OG0003373	0.329	n
OG0003374	0.37	n
OG0003375	0.57	n
OG0003376	0.329	n
OG0003377	0.57	n
OG0003378	0.329	n
OG0003379	0.57	n
OG0003380	0.329	n
OG0003381	0.329	n
OG0003382	0.57	n
OG0003383	0.329	n
OG0003384	0.329	n
OG0003385	0.37	n
OG0003387	0.352	n
OG0003388	0.04	y
OG0003389	0.37	n
OG0003390	0.352	n
OG0003391	0.57	n
OG0003392	0.023	y
OG0003393	0.37	n
OG0003394	0.37	n
OG0003397	0.329	n
OG0003398	0.329	n
OG0003400	0.329	n
OG0003401	0.352	n
OG0003402	0.57	n
OG0003403	0.57	n
OG0003404	0.57	n
OG0003405	0.37	n
OG0003406	0.37	n
OG0003407	0.329	n
OG0003408	0.608	n
OG0003409	0.608	n
OG0003410	0.37	n
OG0003411	0.37	n
OG0003412	0.37	n
OG0003413	0.329	n
OG0003414	0.329	n
OG0003415	0.329	n
OG0003416	0.329	n
OG0003417	0.329	n
OG0003418	0.329	n
OG0003419	0.329	n
OG0003420	0.329	n
OG0003421	0.329	n
OG0003422	0.329	n
OG0003424	0.04	y
OG0003425	0.329	n
OG0003426	0.608	n
OG0003427	0.608	n
OG0003428	0.608	n
OG0003429	0.37	n
OG0003430	0.329	n
OG0003431	0.329	n
OG0003432	0.37	n
OG0003433	0.37	n
OG0003434	0.329	n
OG0003435	0.329	n
OG0003436	0.37	n
OG0003437	0.608	n
OG0003438	0.608	n
OG0003439	0.352	n
OG0003440	0.608	n
OG0003441	0.37	n
OG0003442	0.608	n
OG0003443	0.329	n
OG0003444	0.37	n
OG0003446	0.37	n
OG0003447	0.37	n
OG0003448	0.37	n
OG0003449	0.57	n
OG0003450	0.37	n
OG0003451	0.57	n
OG0003452	0.37	n
OG0003453	0.37	n
OG0003454	0.37	n
OG0003455	0.57	n
OG0003456	0.608	n
OG0003457	0.329	n
OG0003458	0.608	n
OG0003459	0.025	y
OG0003460	0.341	n
OG0003462	0.063	n
OG0003464	0.023	y
OG0003465	0.023	y
OG0003467	0.024	y
OG0003468	0.025	y
OG0003469	0	y
OG0003479	0.002	y
OG0003487	0	y
OG0003502	0	y
OG0003513	0	y
OG0003520	0.999	n
OG0003523	0.999	n
OG0003524	0.186	n
OG0003525	0.186	n
OG0003526	0.999	n
OG0003527	0.999	n
OG0003528	0.999	n
OG0003529	0.999	n
OG0003530	0.105	n
OG0003531	0.999	n
OG0003532	0.999	n
